ID location 1,ID location 2,Interdistance class
CY,CZ,<500m
CY,BE,1500m - 3000m
CY,EF,>4500m
CY,BP,>4500m
CY,CQ,>4500m
CY,AP,3000m - 4500m
CY,DL,3000m - 4500m
CY,DO,>4500m
CY,AJ,3000m - 4500m
CY,AM,3000m - 4500m
CY,BM,>4500m
CY,EI,>4500m
CY,BB,1500m - 3000m
CY,DC,500m - 1500m
CY,EM,>4500m
CY,DG,1500m - 3000m
CY,CU,1500m - 3000m
CY,CX,500m - 1500m
CY,DJ,3000m - 4500m
CY,BI,1500m - 3000m
CY,AC,>4500m
CY,CF,3000m - 4500m
CY,CC,500m - 1500m
CY,DY,1500m - 3000m
CY,BZ,500m - 1500m
CY,CI,3000m - 4500m
CY,CL,>4500m
CY,AW,1500m - 3000m
CY,AH,3000m - 4500m
CY,DS,>4500m
CY,AZ,3000m - 4500m
CY,EB,3000m - 4500m
CY,BW,1500m - 3000m
CY,BT,1500m - 3000m
CY,ED,>4500m
CY,DV,>4500m
CY,AE,3000m - 4500m
CY,AT,1500m - 3000m
CY,CO,>4500m
CY,DA,<500m
CY,BF,1500m - 3000m
CY,EG,>4500m
CY,BQ,>4500m
CY,CR,>4500m
CY,AQ,3000m - 4500m
CY,DM,3000m - 4500m
CY,DP,>4500m
CY,AK,3000m - 4500m
CY,AN,3000m - 4500m
CY,BN,>4500m
CY,EJ,>4500m
CY,BC,1500m - 3000m
CY,DD,500m - 1500m
BD,BJ,>4500m
BD,EK,>4500m
BD,DE,3000m - 4500m
BD,CS,1500m - 3000m
BD,CV,1500m - 3000m
BD,DH,3000m - 4500m
BD,BG,500m - 1500m
BD,AA,1500m - 3000m
BD,CD,3000m - 4500m
BD,CA,500m - 1500m
BD,DW,3000m - 4500m
BD,BX,500m - 1500m
BD,CG,>4500m
BD,CJ,>4500m
BD,AU,500m - 1500m
BD,AF,1500m - 3000m
BD,DQ,>4500m
BD,AX,1500m - 3000m
BD,DZ,>4500m
BD,BU,500m - 1500m
BD,BR,1500m - 3000m
BD,EC,>4500m
BD,DT,>4500m
BD,AD,1500m - 3000m
BD,AR,500m - 1500m
BD,CM,>4500m
BD,CY,1500m - 3000m
BD,BD,<500m
BD,EE,>4500m
BD,BO,>4500m
BD,CP,>4500m
BD,AO,500m - 1500m
BD,DK,>4500m
BD,DN,>4500m
BD,AI,1500m - 3000m
BD,AL,1500m - 3000m
BD,BL,>4500m
BD,EH,>4500m
BD,BA,500m - 1500m
BD,DB,1500m - 3000m
BD,BK,>4500m
BD,EL,>4500m
BD,DF,3000m - 4500m
BD,CT,1500m - 3000m
BD,CW,1500m - 3000m
BD,DI,3000m - 4500m
BD,BH,500m - 1500m
BD,AB,1500m - 3000m
BD,CE,3000m - 4500m
BD,CB,500m - 1500m
BD,DX,3000m - 4500m
BD,BY,500m - 1500m
BD,CH,>4500m
BD,CK,>4500m
BD,AV,500m - 1500m
BD,AG,1500m - 3000m
BD,DR,>4500m
BD,AY,1500m - 3000m
BD,EA,>4500m
BD,BV,500m - 1500m
BD,BS,1500m - 3000m
BD,DU,>4500m
BD,AS,500m - 1500m
BD,CN,>4500m
BD,CZ,1500m - 3000m
BD,BE,<500m
BD,EF,>4500m
BD,BP,>4500m
BD,CQ,>4500m
BD,AP,500m - 1500m
BD,DL,>4500m
BD,DO,>4500m
BD,AJ,1500m - 3000m
BD,AM,1500m - 3000m
BD,BM,>4500m
BD,EI,>4500m
BD,BB,500m - 1500m
BD,DC,1500m - 3000m
BD,EM,>4500m
BD,DG,3000m - 4500m
BD,CU,1500m - 3000m
BD,CX,1500m - 3000m
BD,DJ,3000m - 4500m
BD,BI,500m - 1500m
BD,AC,1500m - 3000m
BD,CF,3000m - 4500m
BD,CC,500m - 1500m
BD,DY,3000m - 4500m
BD,BZ,500m - 1500m
BD,CI,>4500m
BD,CL,>4500m
BD,AW,500m - 1500m
BD,AH,1500m - 3000m
BD,DS,>4500m
BD,AZ,1500m - 3000m
BD,EB,>4500m
BD,BW,500m - 1500m
BD,BT,1500m - 3000m
BD,ED,>4500m
BD,DV,>4500m
BD,AE,1500m - 3000m
BD,AT,500m - 1500m
BD,CO,>4500m
BD,DA,1500m - 3000m
BD,BF,<500m
BD,EG,>4500m
BD,BQ,>4500m
BD,CR,>4500m
BD,AQ,500m - 1500m
BD,DM,>4500m
BD,DP,>4500m
BD,AK,1500m - 3000m
BD,AN,1500m - 3000m
BD,BN,>4500m
BD,EJ,>4500m
BD,BC,500m - 1500m
BD,DD,1500m - 3000m
EE,BJ,1500m - 3000m
EE,EK,1500m - 3000m
EE,DE,3000m - 4500m
EE,CS,>4500m
EE,CV,>4500m
EE,DH,1500m - 3000m
EE,BG,>4500m
EE,AA,>4500m
EE,CD,1500m - 3000m
EE,CA,>4500m
EE,DW,1500m - 3000m
EE,BX,>4500m
EE,CG,1500m - 3000m
EE,CJ,1500m - 3000m
EE,AU,>4500m
EE,AF,>4500m
EE,DQ,500m - 1500m
EE,AX,>4500m
EE,DZ,1500m - 3000m
EE,BU,>4500m
EE,BR,>4500m
EE,EC,500m - 1500m
EE,DT,1500m - 3000m
EE,AD,>4500m
EE,AR,>4500m
EE,CM,1500m - 3000m
EE,CY,>4500m
EE,BD,>4500m
EE,EE,<500m
EE,BO,3000m - 4500m
EE,CP,1500m - 3000m
EE,AO,>4500m
EE,DK,1500m - 3000m
EE,DN,500m - 1500m
EE,AI,>4500m
EE,AL,>4500m
EE,BL,1500m - 3000m
EE,EH,500m - 1500m
EE,BA,>4500m
EE,DB,>4500m
EE,BK,1500m - 3000m
EE,EL,1500m - 3000m
EE,DF,3000m - 4500m
EE,CT,>4500m
EE,CW,>4500m
EE,DI,1500m - 3000m
EE,BH,>4500m
EE,AB,>4500m
EE,CE,1500m - 3000m
EE,CB,>4500m
EE,DX,1500m - 3000m
EE,BY,>4500m
EE,CH,1500m - 3000m
EE,CK,1500m - 3000m
EE,AV,>4500m
EE,AG,>4500m
EE,DR,500m - 1500m
EE,AY,>4500m
EE,EA,1500m - 3000m
EE,BV,>4500m
EE,BS,>4500m
EE,DU,1500m - 3000m
EE,AS,>4500m
EE,CN,1500m - 3000m
EE,CZ,>4500m
EE,BE,>4500m
EE,EF,<500m
EE,BP,3000m - 4500m
EE,CQ,1500m - 3000m
EE,AP,>4500m
EE,DL,1500m - 3000m
EE,DO,500m - 1500m
EE,AJ,>4500m
EE,AM,>4500m
EE,BM,1500m - 3000m
EE,EI,500m - 1500m
EE,BB,>4500m
EE,DC,>4500m
EE,EM,1500m - 3000m
EE,DG,3000m - 4500m
EE,CU,>4500m
EE,CX,>4500m
EE,DJ,1500m - 3000m
EE,BI,>4500m
EE,AC,>4500m
EE,CF,1500m - 3000m
EE,CC,>4500m
EE,DY,1500m - 3000m
EE,BZ,>4500m
EE,CI,1500m - 3000m
EE,CL,1500m - 3000m
EE,AW,>4500m
EE,AH,>4500m
EE,DS,500m - 1500m
EE,AZ,>4500m
EE,EB,1500m - 3000m
EE,BW,>4500m
EE,BT,>4500m
EE,ED,500m - 1500m
EE,DV,1500m - 3000m
EE,AE,>4500m
EE,AT,>4500m
EE,CO,1500m - 3000m
EE,DA,>4500m
EE,BF,>4500m
EE,EG,<500m
EE,BQ,3000m - 4500m
EE,CR,1500m - 3000m
EE,AQ,>4500m
EE,DM,1500m - 3000m
EE,DP,500m - 1500m
EE,AK,>4500m
EE,AN,>4500m
EE,BN,1500m - 3000m
EE,EJ,500m - 1500m
EE,BC,>4500m
EE,DD,>4500m
BO,BJ,1500m - 3000m
BO,EK,1500m - 3000m
BO,DE,>4500m
BO,CS,>4500m
BO,CV,>4500m
BO,DH,3000m - 4500m
BO,BG,>4500m
BO,AA,>4500m
BO,CD,3000m - 4500m
BO,CA,>4500m
BO,DW,>4500m
BO,BX,>4500m
BO,CG,1500m - 3000m
BO,CJ,1500m - 3000m
BO,AU,>4500m
BO,AF,>4500m
BO,DQ,1500m - 3000m
BO,AX,>4500m
BO,DZ,3000m - 4500m
BO,BU,>4500m
BO,BR,>4500m
BO,EC,3000m - 4500m
BO,DT,1500m - 3000m
BO,AD,>4500m
BO,AR,>4500m
BO,CM,500m - 1500m
BO,CY,>4500m
BO,BD,>4500m
BO,EE,3000m - 4500m
BO,BO,<500m
BO,CP,500m - 1500m
BO,AO,>4500m
BO,DK,3000m - 4500m
BO,DN,1500m - 3000m
BO,AI,>4500m
BO,AL,>4500m
BO,BL,500m - 1500m
BO,EH,1500m - 3000m
BO,BA,>4500m
BO,DB,>4500m
BO,BK,1500m - 3000m
BO,EL,1500m - 3000m
BO,DF,>4500m
BO,CT,>4500m
BO,CW,>4500m
BO,DI,3000m - 4500m
BO,BH,>4500m
BO,AB,>4500m
BO,CE,3000m - 4500m
BO,CB,>4500m
BO,DX,>4500m
BO,BY,>4500m
BO,CH,1500m - 3000m
BO,CK,1500m - 3000m
BO,AV,>4500m
BO,AG,>4500m
BO,DR,1500m - 3000m
BO,AY,>4500m
BO,EA,3000m - 4500m
BO,BV,>4500m
BO,BS,>4500m
BO,DU,1500m - 3000m
BO,AS,>4500m
BO,CN,500m - 1500m
BO,CZ,>4500m
BO,BE,>4500m
BO,EF,3000m - 4500m
BO,BP,<500m
BO,CQ,500m - 1500m
BO,AP,>4500m
BO,DL,3000m - 4500m
BO,DO,1500m - 3000m
BO,AJ,>4500m
BO,AM,>4500m
BO,BM,500m - 1500m
BO,EI,1500m - 3000m
BO,BB,>4500m
BO,DC,>4500m
BO,EM,1500m - 3000m
BO,DG,>4500m
BO,CU,>4500m
BO,CX,>4500m
BO,DJ,3000m - 4500m
BO,BI,>4500m
BO,AC,>4500m
BO,CF,3000m - 4500m
BO,CC,>4500m
BO,DY,>4500m
BO,BZ,>4500m
BO,CI,1500m - 3000m
BO,CL,1500m - 3000m
BO,AW,>4500m
BO,AH,>4500m
BO,DS,1500m - 3000m
BO,AZ,>4500m
BO,EB,3000m - 4500m
BO,BW,>4500m
BO,BT,>4500m
BO,ED,3000m - 4500m
BO,DV,1500m - 3000m
BO,AE,>4500m
BO,AT,>4500m
BO,CO,500m - 1500m
BO,DA,>4500m
BO,BF,>4500m
BO,EG,3000m - 4500m
BO,BQ,<500m
BO,CR,500m - 1500m
BO,AQ,>4500m
BO,DM,3000m - 4500m
BO,DP,1500m - 3000m
BO,AK,>4500m
BO,AN,>4500m
BO,BN,500m - 1500m
BO,EJ,1500m - 3000m
BO,BC,>4500m
BO,DD,>4500m
CP,BJ,1500m - 3000m
CP,EK,1500m - 3000m
CP,DE,>4500m
CP,CS,>4500m
CP,CV,>4500m
CP,DH,3000m - 4500m
CP,BG,>4500m
CP,AA,>4500m
CP,CD,3000m - 4500m
CP,CA,>4500m
CP,DW,>4500m
CP,BX,>4500m
CP,CG,1500m - 3000m
CP,CJ,1500m - 3000m
CP,AU,>4500m
CP,AF,>4500m
CP,DQ,500m - 1500m
CP,AX,>4500m
CP,DZ,3000m - 4500m
CP,BU,>4500m
CP,BR,>4500m
CP,EC,3000m - 4500m
CP,DT,500m - 1500m
CP,AD,>4500m
CP,AR,>4500m
CP,CM,500m - 1500m
CP,CY,>4500m
CP,BD,>4500m
CP,EE,1500m - 3000m
CP,BO,500m - 1500m
CP,CP,<500m
CP,AO,>4500m
CP,DK,3000m - 4500m
CP,DN,1500m - 3000m
CP,AI,>4500m
CP,AL,>4500m
CP,BL,500m - 1500m
CP,EH,1500m - 3000m
CP,BA,>4500m
CP,DB,>4500m
CP,BK,1500m - 3000m
CP,EL,1500m - 3000m
CP,DF,>4500m
CP,CT,>4500m
CP,CW,>4500m
CP,DI,3000m - 4500m
CP,BH,>4500m
CP,AB,>4500m
CP,CE,3000m - 4500m
CP,CB,>4500m
CP,DX,>4500m
CP,BY,>4500m
CP,CH,1500m - 3000m
CP,CK,1500m - 3000m
CP,AV,>4500m
CP,AG,>4500m
CP,DR,500m - 1500m
CP,AY,>4500m
CP,EA,3000m - 4500m
CP,BV,>4500m
CP,BS,>4500m
CP,DU,500m - 1500m
CP,AS,>4500m
CP,CN,500m - 1500m
CP,CZ,>4500m
CP,BE,>4500m
CP,EF,1500m - 3000m
CP,BP,500m - 1500m
CP,CQ,<500m
CP,AP,>4500m
CP,DL,3000m - 4500m
CP,DO,1500m - 3000m
CP,AJ,>4500m
CP,AM,>4500m
CP,BM,500m - 1500m
CP,EI,1500m - 3000m
CP,BB,>4500m
CP,DC,>4500m
CP,EM,1500m - 3000m
CP,DG,>4500m
CP,CU,>4500m
CP,CX,>4500m
CP,DJ,3000m - 4500m
CP,BI,>4500m
CP,AC,>4500m
CP,CF,3000m - 4500m
CP,CC,>4500m
CP,DY,>4500m
CP,BZ,>4500m
CP,CI,1500m - 3000m
CP,CL,1500m - 3000m
CP,AW,>4500m
CP,AH,>4500m
CP,DS,500m - 1500m
CP,AZ,>4500m
CP,EB,3000m - 4500m
CP,BW,>4500m
CP,BT,>4500m
CP,ED,3000m - 4500m
CP,DV,500m - 1500m
CP,AE,>4500m
CP,AT,>4500m
CP,CO,500m - 1500m
CP,DA,>4500m
CP,BF,>4500m
CP,EG,1500m - 3000m
CP,BQ,500m - 1500m
CP,CR,<500m
CP,AQ,>4500m
CP,DM,3000m - 4500m
CP,DP,1500m - 3000m
CP,AK,>4500m
CP,AN,>4500m
CP,BN,500m - 1500m
CP,EJ,1500m - 3000m
CP,BC,>4500m
CP,DD,>4500m
AO,BJ,>4500m
AO,EK,>4500m
AO,DE,>4500m
AO,CS,1500m - 3000m
AO,CV,1500m - 3000m
AO,DH,>4500m
AO,BG,1500m - 3000m
AO,AA,500m - 1500m
AO,CD,>4500m
AO,CA,1500m - 3000m
AO,DW,>4500m
AO,BX,1500m - 3000m
AO,CG,>4500m
AO,CJ,>4500m
AO,AU,1500m - 3000m
AO,AF,500m - 1500m
AO,DQ,>4500m
AO,AX,500m - 1500m
AO,DZ,>4500m
AO,BU,1500m - 3000m
AO,BR,1500m - 3000m
AO,EC,>4500m
AO,DT,>4500m
AO,AD,500m - 1500m
AO,AR,500m - 1500m
AO,CM,>4500m
AO,CY,3000m - 4500m
AO,BD,500m - 1500m
AO,EE,>4500m
AO,BO,>4500m
AO,CP,>4500m
AO,AO,<500m
AO,DK,>4500m
AO,DN,>4500m
AO,AI,1500m - 3000m
AO,AL,500m - 1500m
AO,BL,>4500m
AO,EH,>4500m
AO,BA,500m - 1500m
AO,DB,3000m - 4500m
AO,BK,>4500m
AO,EL,>4500m
AO,DF,>4500m
AO,CT,1500m - 3000m
AO,CW,1500m - 3000m
AO,DI,>4500m
AO,BH,1500m - 3000m
AO,AB,500m - 1500m
AO,CE,>4500m
AO,CB,1500m - 3000m
AO,DX,>4500m
AO,BY,1500m - 3000m
AO,CH,>4500m
AO,CK,>4500m
AO,AV,1500m - 3000m
AO,AG,500m - 1500m
AO,DR,>4500m
AO,AY,500m - 1500m
AO,EA,>4500m
AO,BV,1500m - 3000m
AO,BS,1500m - 3000m
AO,DU,>4500m
AO,AS,500m - 1500m
AO,CN,>4500m
AO,CZ,3000m - 4500m
AO,BE,500m - 1500m
AO,EF,>4500m
AO,BP,>4500m
AO,CQ,>4500m
AO,AP,<500m
AO,DL,>4500m
AO,DO,>4500m
AO,AJ,1500m - 3000m
AO,AM,500m - 1500m
AO,BM,>4500m
AO,EI,>4500m
AO,BB,500m - 1500m
AO,DC,3000m - 4500m
AO,EM,>4500m
AO,DG,>4500m
AO,CU,1500m - 3000m
AO,CX,1500m - 3000m
AO,DJ,>4500m
AO,BI,1500m - 3000m
AO,AC,500m - 1500m
AO,CF,>4500m
AO,CC,1500m - 3000m
AO,DY,>4500m
AO,BZ,1500m - 3000m
AO,CI,>4500m
AO,CL,>4500m
AO,AW,1500m - 3000m
AO,AH,500m - 1500m
AO,DS,>4500m
AO,AZ,500m - 1500m
AO,EB,>4500m
AO,BW,1500m - 3000m
AO,BT,1500m - 3000m
AO,ED,>4500m
AO,DV,>4500m
AO,AE,500m - 1500m
AO,AT,500m - 1500m
AO,CO,>4500m
AO,DA,3000m - 4500m
AO,BF,500m - 1500m
AO,EG,>4500m
AO,BQ,>4500m
AO,CR,>4500m
AO,AQ,<500m
AO,DM,>4500m
AO,DP,>4500m
AO,AK,1500m - 3000m
AO,AN,500m - 1500m
AO,BN,>4500m
AO,EJ,>4500m
AO,BC,500m - 1500m
AO,DD,3000m - 4500m
DK,BJ,1500m - 3000m
DK,EK,3000m - 4500m
DK,DE,1500m - 3000m
DK,CS,>4500m
DK,CV,>4500m
DK,DH,500m - 1500m
DK,BG,3000m - 4500m
DK,AA,>4500m
DK,CD,500m - 1500m
DK,CA,3000m - 4500m
DK,DW,1500m - 3000m
DK,BX,>4500m
DK,CG,500m - 1500m
DK,CJ,1500m - 3000m
DK,AU,>4500m
DK,AF,>4500m
DK,DQ,1500m - 3000m
DK,AX,>4500m
DK,DZ,500m - 1500m
DK,BU,>4500m
DK,BR,>4500m
DK,EC,500m - 1500m
DK,DT,3000m - 4500m
DK,AD,>4500m
DK,AR,>4500m
DK,CM,1500m - 3000m
DK,CY,3000m - 4500m
DK,BD,>4500m
DK,EE,1500m - 3000m
DK,BO,3000m - 4500m
DK,CP,3000m - 4500m
DK,AO,>4500m
DK,DK,<500m
DK,DN,500m - 1500m
DK,AI,>4500m
DK,AL,>4500m
DK,BL,1500m - 3000m
DK,EH,1500m - 3000m
DK,BA,>4500m
DK,DB,3000m - 4500m
DK,BK,1500m - 3000m
DK,EL,3000m - 4500m
DK,DF,1500m - 3000m
DK,CT,>4500m
DK,CW,>4500m
DK,DI,500m - 1500m
DK,BH,3000m - 4500m
DK,AB,>4500m
DK,CE,500m - 1500m
DK,CB,3000m - 4500m
DK,DX,1500m - 3000m
DK,BY,>4500m
DK,CH,500m - 1500m
DK,CK,1500m - 3000m
DK,AV,>4500m
DK,AG,>4500m
DK,DR,1500m - 3000m
DK,AY,>4500m
DK,EA,500m - 1500m
DK,BV,>4500m
DK,BS,>4500m
DK,DU,3000m - 4500m
DK,AS,>4500m
DK,CN,1500m - 3000m
DK,CZ,3000m - 4500m
DK,BE,>4500m
DK,EF,1500m - 3000m
DK,BP,3000m - 4500m
DK,CQ,3000m - 4500m
DK,AP,>4500m
DK,DL,<500m
DK,DO,500m - 1500m
DK,AJ,>4500m
DK,AM,>4500m
DK,BM,1500m - 3000m
DK,EI,1500m - 3000m
DK,BB,>4500m
DK,DC,3000m - 4500m
DK,EM,3000m - 4500m
DK,DG,1500m - 3000m
DK,CU,>4500m
DK,CX,>4500m
DK,DJ,500m - 1500m
DK,BI,3000m - 4500m
DK,AC,>4500m
DK,CF,500m - 1500m
DK,CC,3000m - 4500m
DK,DY,1500m - 3000m
DK,BZ,>4500m
DK,CI,500m - 1500m
DK,CL,1500m - 3000m
DK,AW,>4500m
DK,AH,>4500m
DK,DS,1500m - 3000m
DK,AZ,>4500m
DK,EB,500m - 1500m
DK,BW,>4500m
DK,BT,>4500m
DK,ED,500m - 1500m
DK,DV,3000m - 4500m
DK,AE,>4500m
DK,AT,>4500m
DK,CO,1500m - 3000m
DK,DA,3000m - 4500m
DK,BF,>4500m
DK,EG,1500m - 3000m
DK,BQ,3000m - 4500m
DK,CR,3000m - 4500m
DK,AQ,>4500m
DK,DM,<500m
DK,DP,500m - 1500m
DK,AK,>4500m
DK,AN,>4500m
DK,BN,1500m - 3000m
DK,EJ,1500m - 3000m
DK,BC,>4500m
DK,DD,3000m - 4500m
DN,BJ,1500m - 3000m
DN,EK,1500m - 3000m
DN,DE,3000m - 4500m
DN,CS,>4500m
DN,CV,>4500m
DN,DH,1500m - 3000m
DN,BG,>4500m
DN,AA,>4500m
DN,CD,1500m - 3000m
DN,CA,>4500m
DN,DW,1500m - 3000m
DN,BX,>4500m
DN,CG,500m - 1500m
DN,CJ,500m - 1500m
DN,AU,>4500m
DN,AF,>4500m
DN,DQ,500m - 1500m
DN,AX,>4500m
DN,DZ,1500m - 3000m
DN,BU,>4500m
DN,BR,>4500m
DN,EC,500m - 1500m
DN,DT,1500m - 3000m
DN,AD,>4500m
DN,AR,>4500m
DN,CM,500m - 1500m
DN,CY,>4500m
DN,BD,>4500m
DN,EE,500m - 1500m
DN,BO,1500m - 3000m
DN,CP,1500m - 3000m
DN,AO,>4500m
DN,DK,500m - 1500m
DN,DN,<500m
DN,AI,>4500m
DN,AL,>4500m
DN,BL,1500m - 3000m
DN,EH,500m - 1500m
DN,BA,>4500m
DN,DB,3000m - 4500m
DN,BK,1500m - 3000m
DN,EL,1500m - 3000m
DN,DF,3000m - 4500m
DN,CT,>4500m
DN,CW,>4500m
DN,DI,1500m - 3000m
DN,BH,>4500m
DN,AB,>4500m
DN,CE,1500m - 3000m
DN,CB,>4500m
DN,DX,1500m - 3000m
DN,BY,>4500m
DN,CH,500m - 1500m
DN,CK,500m - 1500m
DN,AV,>4500m
DN,AG,>4500m
DN,DR,500m - 1500m
DN,AY,>4500m
DN,EA,1500m - 3000m
DN,BV,>4500m
DN,BS,>4500m
DN,DU,1500m - 3000m
DN,AS,>4500m
DN,CN,500m - 1500m
DN,CZ,>4500m
DN,BE,>4500m
DN,EF,500m - 1500m
DN,BP,1500m - 3000m
DN,CQ,1500m - 3000m
DN,AP,>4500m
DN,DL,500m - 1500m
DN,DO,<500m
DN,AJ,>4500m
DN,AM,>4500m
DN,BM,1500m - 3000m
DN,EI,500m - 1500m
DN,BB,>4500m
DN,DC,3000m - 4500m
DN,EM,1500m - 3000m
DN,DG,3000m - 4500m
DN,CU,>4500m
DN,CX,>4500m
DN,DJ,1500m - 3000m
DN,BI,>4500m
DN,AC,>4500m
DN,CF,1500m - 3000m
DN,CC,>4500m
DN,DY,1500m - 3000m
DN,BZ,>4500m
DN,CI,500m - 1500m
DN,CL,500m - 1500m
DN,AW,>4500m
DN,AH,>4500m
DN,DS,500m - 1500m
DN,AZ,>4500m
DN,EB,1500m - 3000m
DN,BW,>4500m
DN,BT,>4500m
DN,ED,500m - 1500m
DN,DV,1500m - 3000m
DN,AE,>4500m
DN,AT,>4500m
DN,CO,500m - 1500m
DN,DA,>4500m
DN,BF,>4500m
DN,EG,500m - 1500m
DN,BQ,1500m - 3000m
DN,CR,1500m - 3000m
DN,AQ,>4500m
DN,DM,500m - 1500m
DN,DP,<500m
DN,AK,>4500m
DN,AN,>4500m
DN,BN,1500m - 3000m
DN,EJ,500m - 1500m
DN,BC,>4500m
DN,DD,3000m - 4500m
AI,BJ,>4500m
AI,EK,>4500m
AI,DE,3000m - 4500m
AI,CS,3000m - 4500m
AI,CV,3000m - 4500m
AI,DH,>4500m
AI,BG,1500m - 3000m
AI,AA,1500m - 3000m
AI,CD,3000m - 4500m
AI,CA,1500m - 3000m
AI,DW,>4500m
AI,BX,1500m - 3000m
AI,CG,>4500m
AI,CJ,>4500m
AI,AU,500m - 1500m
AI,AF,500m - 1500m
AI,DQ,>4500m
AI,AX,3000m - 4500m
AI,DZ,>4500m
AI,BU,3000m - 4500m
AI,BR,3000m - 4500m
AI,EC,>4500m
AI,DT,>4500m
AI,AD,1500m - 3000m
AI,AR,500m - 1500m
AI,CM,>4500m
AI,CY,3000m - 4500m
AI,BD,1500m - 3000m
AI,EE,>4500m
AI,BO,>4500m
AI,CP,>4500m
AI,AO,1500m - 3000m
AI,DK,>4500m
AI,DN,>4500m
AI,AI,<500m
AI,AL,3000m - 4500m
AI,BL,>4500m
AI,EH,>4500m
AI,BA,1500m - 3000m
AI,DB,3000m - 4500m
AI,BK,>4500m
AI,EL,>4500m
AI,DF,3000m - 4500m
AI,CT,3000m - 4500m
AI,CW,3000m - 4500m
AI,DI,>4500m
AI,BH,1500m - 3000m
AI,AB,1500m - 3000m
AI,CE,3000m - 4500m
AI,CB,1500m - 3000m
AI,DX,>4500m
AI,BY,1500m - 3000m
AI,CH,>4500m
AI,CK,>4500m
AI,AV,500m - 1500m
AI,AG,500m - 1500m
AI,DR,>4500m
AI,AY,3000m - 4500m
AI,EA,>4500m
AI,BV,3000m - 4500m
AI,BS,3000m - 4500m
AI,DU,>4500m
AI,AS,500m - 1500m
AI,CN,>4500m
AI,CZ,3000m - 4500m
AI,BE,1500m - 3000m
AI,EF,>4500m
AI,BP,>4500m
AI,CQ,>4500m
AI,AP,1500m - 3000m
AI,DL,>4500m
AI,DO,>4500m
AI,AJ,<500m
AI,AM,3000m - 4500m
AI,BM,>4500m
AI,EI,>4500m
AI,BB,1500m - 3000m
AI,DC,3000m - 4500m
AI,EM,>4500m
AI,DG,3000m - 4500m
AI,CU,3000m - 4500m
AI,CX,3000m - 4500m
AI,DJ,>4500m
AI,BI,1500m - 3000m
AI,AC,1500m - 3000m
AI,CF,3000m - 4500m
AI,CC,1500m - 3000m
AI,DY,>4500m
AI,BZ,1500m - 3000m
AI,CI,>4500m
AI,CL,>4500m
AI,AW,500m - 1500m
AI,AH,500m - 1500m
AI,DS,>4500m
AI,AZ,3000m - 4500m
AI,EB,>4500m
AI,BW,3000m - 4500m
AI,BT,3000m - 4500m
AI,ED,>4500m
AI,DV,>4500m
AI,AE,1500m - 3000m
AI,AT,500m - 1500m
AI,CO,>4500m
AI,DA,3000m - 4500m
AI,BF,1500m - 3000m
AI,EG,>4500m
AI,BQ,>4500m
AI,CR,>4500m
AI,AQ,1500m - 3000m
AI,DM,>4500m
AI,DP,>4500m
AI,AK,<500m
AI,AN,3000m - 4500m
AI,BN,>4500m
AI,EJ,>4500m
AI,BC,1500m - 3000m
AI,DD,3000m - 4500m
AL,BJ,>4500m
AL,EK,>4500m
AL,DE,>4500m
AL,CS,1500m - 3000m
AL,CV,3000m - 4500m
AL,DH,>4500m
AL,BG,3000m - 4500m
AL,AA,500m - 1500m
AL,CD,>4500m
AL,CA,3000m - 4500m
AL,DW,>4500m
AL,BX,1500m - 3000m
AL,CG,>4500m
AL,CJ,>4500m
AL,AU,3000m - 4500m
AL,AF,1500m - 3000m
AL,DQ,>4500m
AL,AX,500m - 1500m
AL,DZ,>4500m
AL,BU,1500m - 3000m
AL,BR,1500m - 3000m
AL,EC,>4500m
AL,DT,>4500m
AL,AD,500m - 1500m
AL,AR,1500m - 3000m
AL,CM,>4500m
AL,CY,3000m - 4500m
AL,BD,1500m - 3000m
AL,EE,>4500m
AL,BO,>4500m
AL,CP,>4500m
AL,AO,500m - 1500m
AL,DK,>4500m
AL,DN,>4500m
AL,AI,3000m - 4500m
AL,AL,<500m
AL,BL,>4500m
AL,EH,>4500m
AL,BA,500m - 1500m
AL,DB,>4500m
AL,BK,>4500m
AL,EL,>4500m
AL,DF,>4500m
AL,CT,1500m - 3000m
AL,CW,3000m - 4500m
AL,DI,>4500m
AL,BH,3000m - 4500m
AL,AB,500m - 1500m
AL,CE,>4500m
AL,CB,3000m - 4500m
AL,DX,>4500m
AL,BY,1500m - 3000m
AL,CH,>4500m
AL,CK,>4500m
AL,AV,3000m - 4500m
AL,AG,1500m - 3000m
AL,DR,>4500m
AL,AY,500m - 1500m
AL,EA,>4500m
AL,BV,1500m - 3000m
AL,BS,1500m - 3000m
AL,DU,>4500m
AL,AS,1500m - 3000m
AL,CN,>4500m
AL,CZ,3000m - 4500m
AL,BE,1500m - 3000m
AL,EF,>4500m
AL,BP,>4500m
AL,CQ,>4500m
AL,AP,500m - 1500m
AL,DL,>4500m
AL,DO,>4500m
AL,AJ,3000m - 4500m
AL,AM,<500m
AL,BM,>4500m
AL,EI,>4500m
AL,BB,500m - 1500m
AL,DC,>4500m
AL,EM,>4500m
AL,DG,>4500m
AL,CU,1500m - 3000m
AL,CX,3000m - 4500m
AL,DJ,>4500m
AL,BI,3000m - 4500m
AL,AC,500m - 1500m
AL,CF,>4500m
AL,CC,3000m - 4500m
AL,DY,>4500m
AL,BZ,1500m - 3000m
AL,CI,>4500m
AL,CL,>4500m
